productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extCardSubType,extClass,extIntellect,extLife,extPower,extDefenseValue,extCost,extPitchValue,extFlavorText
477988,Outsider Blitz Deck - Arakni,Outsider Blitz Deck Arakni,https://tcgplayer-cdn.tcgplayer.com/product/477988_200w.jpg,62,22898,https://cpt.tcgcsv.com/NcR5,2023-03-24T04:03:16.763,1,9.0,14.99,27.39,17.26,,Normal,,,,,,,,,,,,
489116,"Arakni, Solitary Confinement",Arakni Solitary Confinement,https://tcgplayer-cdn.tcgplayer.com/product/489116_200w.jpg,62,22898,https://cpt.tcgcsv.com/lGW5,2023-03-24T04:03:16.763,1,0.2,0.2,0.2,,,Normal,Common,ARA001,Hero,Young,Assassin,4,19,,,,,
489117,Spider's Bite,Spiders Bite,https://tcgplayer-cdn.tcgplayer.com/product/489117_200w.jpg,62,22898,https://cpt.tcgcsv.com/mGW5,2025-03-03T20:53:21.423,1,3.0,3.0,3.0,,,Normal,Common,ARA002,Weapon,Dagger (1H),Assassin,,,1,,,,
489118,Mask of Malicious Manifestations,Mask of Malicious Manifestations,https://tcgplayer-cdn.tcgplayer.com/product/489118_200w.jpg,62,22898,https://cpt.tcgcsv.com/nGW5,2023-03-24T04:03:16.763,1,2.97,2.97,2.97,3.0,,Normal,Common,ARA003,Equipment,Head,Ranger;Assassin,,,,1,,,
489119,Blossom of Spring,Blossom of Spring,https://tcgplayer-cdn.tcgplayer.com/product/489119_200w.jpg,62,22898,https://cpt.tcgcsv.com/pGW5,2023-07-25T15:58:11.18,1,,,,,,,Common,ARA004,Equipment,Chest,Generic,,,,0,,,
489120,Toxic Tips,Toxic Tips,https://tcgplayer-cdn.tcgplayer.com/product/489120_200w.jpg,62,22898,https://cpt.tcgcsv.com/qGW5,2023-03-24T04:03:16.763,1,3.0,3.0,3.0,,,Normal,Common,ARA005,Equipment,Arms,Ranger;Assassin,,,,1,,,
489121,Snapdragon Scalers,Snapdragon Scalers,https://tcgplayer-cdn.tcgplayer.com/product/489121_200w.jpg,62,22898,https://cpt.tcgcsv.com/rGW5,2023-03-24T04:03:16.763,1,1.24,1.25,1.3,1.36,,Normal,Common,ARA006,Equipment,Legs,Generic,,,,0,,,
489122,Hurl (Red),Hurl Red,https://tcgplayer-cdn.tcgplayer.com/product/489122_200w.jpg,62,22898,https://cpt.tcgcsv.com/sGW5,2023-03-24T04:03:16.763,1,1.5,1.5,1.5,,,Normal,Rare,ARA007,Action,Attack,Ninja;Assassin,,,3,2,0,1,
489123,Infect (Red),Infect Red,https://tcgplayer-cdn.tcgplayer.com/product/489123_200w.jpg,62,22898,https://cpt.tcgcsv.com/tGW5,2023-03-24T04:03:16.763,1,0.25,0.25,0.25,0.5,,Normal,Common,ARA008,Action,Attack,Assassin,,,3,3,0,1,
489124,Isolate (Red),Isolate Red,https://tcgplayer-cdn.tcgplayer.com/product/489124_200w.jpg,62,22898,https://cpt.tcgcsv.com/vGW5,2023-03-24T04:03:16.763,1,0.5,0.5,0.5,,,Normal,Common,ARA009,Action,Attack,Assassin,,,3,3,0,1,
489125,Malign (Red),Malign Red,https://tcgplayer-cdn.tcgplayer.com/product/489125_200w.jpg,62,22898,https://cpt.tcgcsv.com/wGW5,2023-03-24T04:03:16.763,1,0.25,0.25,0.25,,,Normal,Common,ARA010,Action,Attack,Assassin,,,3,3,0,1,"<em>""Don't worry, you won't feel a thing."" - Dr. Mortimer</em>"
489126,Prowl (Red),Prowl Red,https://tcgplayer-cdn.tcgplayer.com/product/489126_200w.jpg,62,22898,https://cpt.tcgcsv.com/xGW5,2023-03-24T04:03:16.763,1,0.25,0.25,0.25,0.25,,Normal,Common,ARA011,Action,Attack,Assassin,,,3,3,0,1,
489127,Sedate (Red),Sedate Red,https://tcgplayer-cdn.tcgplayer.com/product/489127_200w.jpg,62,22898,https://cpt.tcgcsv.com/zGW5,2023-03-24T04:03:16.763,1,0.25,0.25,0.25,0.25,,Normal,Common,ARA012,Action,Attack,Assassin,,,3,3,0,1,
489128,Wither (Red),Wither Red,https://tcgplayer-cdn.tcgplayer.com/product/489128_200w.jpg,62,22898,https://cpt.tcgcsv.com/BGW5,2023-03-24T04:03:16.763,1,,,,,,,Common,ARA013,Action,Attack,Assassin,,,3,3,0,1,
489129,Virulent Touch (Red),Virulent Touch Red,https://tcgplayer-cdn.tcgplayer.com/product/489129_200w.jpg,62,22898,https://cpt.tcgcsv.com/CGW5,2023-03-24T04:03:16.763,1,0.15,0.15,0.25,,,Normal,Common,ARA014,Action,Attack,Ranger;Assassin,,,4,2,0,1,
489130,Spring Load (Red),Spring Load Red,https://tcgplayer-cdn.tcgplayer.com/product/489130_200w.jpg,62,22898,https://cpt.tcgcsv.com/DGW5,2023-03-24T04:03:16.763,1,0.15,0.15,0.25,,,Normal,Common,ARA015,Action,Attack,Generic,,,2,2,1,1,
489131,Razor's Edge (Red),Razors Edge Red,https://tcgplayer-cdn.tcgplayer.com/product/489131_200w.jpg,62,22898,https://cpt.tcgcsv.com/FGW5,2023-03-24T04:03:16.763,1,0.25,0.25,0.25,0.25,,Normal,Common,ARA016,Attack Reaction,,Assassin,,,3,,0,1,<em>There's hit men. There's big game hunters. Then there's king slayers.</em>
489132,Short and Sharp (Red),Short and Sharp Red,https://tcgplayer-cdn.tcgplayer.com/product/489132_200w.jpg,62,22898,https://cpt.tcgcsv.com/GGW5,2023-03-24T04:03:16.763,1,0.15,0.15,0.25,,,Normal,Common,ARA017,Attack Reaction,,Ninja;Assassin,,,,2,1,1,
489133,Spike with Bloodrot,Spike with Bloodrot,https://tcgplayer-cdn.tcgplayer.com/product/489133_200w.jpg,62,22898,https://cpt.tcgcsv.com/HGW5,2023-03-24T04:03:16.763,1,,,,,,,Rare,ARA018,Attack Reaction,,Assassin,,,,3,1,1,
489134,Bloodrot Trap,Bloodrot Trap,https://tcgplayer-cdn.tcgplayer.com/product/489134_200w.jpg,62,22898,https://cpt.tcgcsv.com/JGW5,2023-03-24T04:03:16.763,1,,,,,,,Common,ARA019,Defense Reaction,Trap,Ranger;Assassin,,,,3,0,1,
489135,Infect (Yellow),Infect Yellow,https://tcgplayer-cdn.tcgplayer.com/product/489135_200w.jpg,62,22898,https://cpt.tcgcsv.com/KGW5,2023-03-24T04:03:16.763,1,0.15,0.15,0.25,,,Normal,Common,ARA020,Action,Attack,Assassin,,,2,3,0,2,
489136,Prowl (Yellow),Prowl Yellow,https://tcgplayer-cdn.tcgplayer.com/product/489136_200w.jpg,62,22898,https://cpt.tcgcsv.com/LGW5,2023-03-24T04:03:16.763,1,0.15,0.15,0.25,,,Normal,Common,ARA021,Action,Attack,Assassin,,,2,3,0,2,
489137,Infect (Blue),Infect Blue,https://tcgplayer-cdn.tcgplayer.com/product/489137_200w.jpg,62,22898,https://cpt.tcgcsv.com/MGW5,2023-03-24T04:03:16.763,1,,,,,,,Common,ARA022,Action,Attack,Assassin,,,1,3,0,3,
489138,Prowl (Blue),Prowl Blue,https://tcgplayer-cdn.tcgplayer.com/product/489138_200w.jpg,62,22898,https://cpt.tcgcsv.com/NGW5,2023-03-24T04:03:16.763,1,0.15,0.15,0.25,0.15,,Normal,Common,ARA023,Action,Attack,Assassin,,,1,3,0,3,
489139,Sedate (Blue),Sedate Blue,https://tcgplayer-cdn.tcgplayer.com/product/489139_200w.jpg,62,22898,https://cpt.tcgcsv.com/PGW5,2023-03-24T04:03:16.763,1,0.25,0.25,0.25,,,Normal,Common,ARA024,Action,Attack,Assassin,,,1,3,0,3,
489140,Wither (Blue),Wither Blue,https://tcgplayer-cdn.tcgplayer.com/product/489140_200w.jpg,62,22898,https://cpt.tcgcsv.com/QGW5,2023-03-24T04:03:16.763,1,0.15,0.15,0.25,,,Normal,Common,ARA025,Action,Attack,Assassin,,,1,3,0,3,
489141,Razor's Edge (Blue),Razors Edge Blue,https://tcgplayer-cdn.tcgplayer.com/product/489141_200w.jpg,62,22898,https://cpt.tcgcsv.com/RGW5,2023-03-24T04:03:16.763,1,0.25,0.25,0.25,0.25,,Normal,Common,ARA026,Attack Reaction,,Assassin,,,3,,0,3,<em>There's hit men. There's big game hunters. Then there's king slayers.</em>
489142,Bloodrot Pox,Bloodrot Pox,https://tcgplayer-cdn.tcgplayer.com/product/489142_200w.jpg,62,22898,https://cpt.tcgcsv.com/SGW5,2023-03-24T04:03:16.763,1,,,,,,,Token,ARA027,Token,Aura,Generic,,,,,,,"<em>""We are trumpeters of Their return, that even the deaf can hear Their footsteps drawing near.""-book of the raven, l'Apocalypta</em>"
489143,Frailty,Frailty,https://tcgplayer-cdn.tcgplayer.com/product/489143_200w.jpg,62,22898,https://cpt.tcgcsv.com/TGW5,2023-03-24T04:03:16.763,1,,,,,,,Token,ARA028,Token,Aura,Generic,,,,,,,"<em>""Alchemy draws you in with a deadly allure. The promise of deliverance, the costs yet unkown""-Achlys, hag of Mojire</em>"
489144,Inertia,Inertia,https://tcgplayer-cdn.tcgplayer.com/product/489144_200w.jpg,62,22898,https://cpt.tcgcsv.com/VGW5,2023-03-24T04:03:16.763,1,,,,,,,Token,ARA029,Token,Aura,Generic,,,,,,,"<em>""This? A lil set-back is all it is. All it will ever be.""-Dr. Mortimer</em>"
