productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extCardSubType,extClass,extTalent,extDefenseValue,extPower,extCost,extPitchValue,extFlavorText,extIntellect,extLife
555205,Armory Deck: Boltyn,Armory Deck Boltyn,https://tcgplayer-cdn.tcgplayer.com/product/555205_200w.jpg,62,23534,https://cpt.tcgcsv.com/76s6,2024-07-15T12:23:14.133,1,51.38,52.97,57.95,50.36,,Normal,,,,,,,,,,,,,
555206,Armory Deck: Boltyn Case,Armory Deck Boltyn Case,https://tcgplayer-cdn.tcgplayer.com/product/555206_200w.jpg,62,23534,https://cpt.tcgcsv.com/86s6,2024-07-15T12:23:24.8,1,,,,,,,,,,,,,,,,,,,
557932,Warpath of Winged Grace,Warpath of Winged Grace,https://tcgplayer-cdn.tcgplayer.com/product/557932_200w.jpg,62,23534,https://cpt.tcgcsv.com/Gbt6,2025-03-04T20:26:41.103,1,4.47,4.64,14.95,4.48,,Rainbow Foil,Majestic,ASB006,Equipment,Legs,Warrior,Light,2,,,,,,
557933,Solar Plexus,Solar Plexus,https://tcgplayer-cdn.tcgplayer.com/product/557933_200w.jpg,62,23534,https://cpt.tcgcsv.com/Hbt6,2024-07-12T04:03:17.097,1,0.32,1.45,4.99,1.2,,Rainbow Foil,Majestic,ASB004,Equipment,Chest,,Light,,,,,,,
557934,"Raydn, Duskbane",Raydn Duskbane,https://tcgplayer-cdn.tcgplayer.com/product/557934_200w.jpg,62,23534,https://cpt.tcgcsv.com/Jbt6,2024-07-12T04:03:17.097,1,0.2,0.68,1.07,0.4,,Normal,Majestic,ASB002,Weapon,Sword (2H),Warrior,Light,,0,,,,,
557935,Helm of Halo's Grace,Helm of Halos Grace,https://tcgplayer-cdn.tcgplayer.com/product/557935_200w.jpg,62,23534,https://cpt.tcgcsv.com/Kbt6,2024-07-12T04:03:17.097,1,2.69,2.89,4.99,2.67,,Rainbow Foil,Majestic,ASB003,Equipment,Head,Warrior,Light,2,,,,,,
557936,Bracers of Bellona's Grace,Bracers of Bellonas Grace,https://tcgplayer-cdn.tcgplayer.com/product/557936_200w.jpg,62,23534,https://cpt.tcgcsv.com/Lbt6,2024-07-12T04:03:17.097,1,0.62,2.5,9.21,2.18,,Rainbow Foil,Majestic,ASB005,Equipment,Arms,Warrior,Light,2,,,,,,
557937,Take Flight (Red),Take Flight Red,https://tcgplayer-cdn.tcgplayer.com/product/557937_200w.jpg,62,23534,https://cpt.tcgcsv.com/Mbt6,2025-03-03T22:42:03.987,1,0.1,0.16,0.35,0.1,,Normal,Common,ASB013,Action,Attack,Warrior,Light,3,4,1,1,,,
557938,Snatch (Red),Snatch Red,https://tcgplayer-cdn.tcgplayer.com/product/557938_200w.jpg,62,23534,https://cpt.tcgcsv.com/Nbt6,2024-07-12T04:03:17.097,1,1.69,2.99,3.0,2.0,,Normal,Rare,ASB012,Action,Attack,Generic,,2,4,0,1,,,
557939,Sink Below (Red),Sink Below Red,https://tcgplayer-cdn.tcgplayer.com/product/557939_200w.jpg,62,23534,https://cpt.tcgcsv.com/Pbt6,2024-07-12T04:03:17.097,1,2.0,3.51,5.0,3.26,,Normal,Common,ASB016,Defense Reaction,,Generic,,4,,0,1,<em>Those blessed with Aether have an incredible gift - the power to shape the fabric of reality.</em>,,
557940,Resounding Courage (Red),Resounding Courage Red,https://tcgplayer-cdn.tcgplayer.com/product/557940_200w.jpg,62,23534,https://cpt.tcgcsv.com/Qbt6,2024-07-12T04:03:17.097,1,0.1,0.17,0.5,0.5,,Normal,Common,ASB015,Attack Reaction,,Warrior,Light,3,,1,1,,,
557941,Light the Way (Red),Light the Way Red,https://tcgplayer-cdn.tcgplayer.com/product/557941_200w.jpg,62,23534,https://cpt.tcgcsv.com/Rbt6,2024-07-12T04:03:17.097,1,0.1,0.17,0.5,,,Normal,Common,ASB011,Action,Attack,Warrior,Light,3,3,0,1,,,
557942,Express Lightning (Red),Express Lightning Red,https://tcgplayer-cdn.tcgplayer.com/product/557942_200w.jpg,62,23534,https://cpt.tcgcsv.com/Sbt6,2024-07-12T04:03:17.097,1,0.1,0.16,0.35,0.1,,Normal,Common,ASB010,Action,Attack,Warrior,Light,3,4,0,1,,,
557943,Engulfing Light (Red),Engulfing Light Red,https://tcgplayer-cdn.tcgplayer.com/product/557943_200w.jpg,62,23534,https://cpt.tcgcsv.com/Tbt6,2024-07-12T04:03:17.097,1,0.1,0.16,0.5,,,Normal,Common,ASB009,Action,Attack,Warrior,Light,3,3,0,1,,,
557944,Courageous Steelhand (Red),Courageous Steelhand Red,https://tcgplayer-cdn.tcgplayer.com/product/557944_200w.jpg,62,23534,https://cpt.tcgcsv.com/Vbt6,2024-07-12T04:03:17.097,1,0.1,0.16,0.5,,,Normal,Common,ASB014,Action,Attack,Warrior,Light,2,,0,1,,,
557945,Bolt of Courage (Red),Bolt of Courage Red,https://tcgplayer-cdn.tcgplayer.com/product/557945_200w.jpg,62,23534,https://cpt.tcgcsv.com/Wbt6,2024-07-12T04:03:17.097,1,0.1,0.16,0.5,,,Normal,Common,ASB008,Action,Attack,Warrior,Light,3,3,0,1,,,
557946,Beaming Bravado (Red),Beaming Bravado Red,https://tcgplayer-cdn.tcgplayer.com/product/557946_200w.jpg,62,23534,https://cpt.tcgcsv.com/Xbt6,2024-07-12T04:03:17.097,1,0.1,0.24,0.5,,,Normal,Rare,ASB007,Action,Attack,Warrior,Light,3,3,0,1,,,
557947,Valiant Thrust (Yellow),Valiant Thrust Yellow,https://tcgplayer-cdn.tcgplayer.com/product/557947_200w.jpg,62,23534,https://cpt.tcgcsv.com/Zbt6,2024-07-12T04:03:17.097,1,0.1,0.17,0.35,0.1,,Normal,Rare,ASB024,Action,Attack,Warrior,Light,3,3,1,2,,,
557948,V of the Vanguard,V of the Vanguard,https://tcgplayer-cdn.tcgplayer.com/product/557948_200w.jpg,62,23534,https://cpt.tcgcsv.com/-bt6,2024-07-12T04:03:17.097,1,0.32,0.38,0.75,0.4,,Normal,Rare,ASB023,Action,Attack,Warrior,Light,3,3,1,2,,,
557949,Take Flight (Yellow),Take Flight Yellow,https://tcgplayer-cdn.tcgplayer.com/product/557949_200w.jpg,62,23534,https://cpt.tcgcsv.com/_bt6,2025-03-03T22:42:20.26,1,0.1,0.16,0.5,,,Normal,Common,ASB022,Action,Attack,Warrior,Light,3,3,1,2,,,
557950,Saving Grace,Saving Grace,https://tcgplayer-cdn.tcgplayer.com/product/557950_200w.jpg,62,23534,https://cpt.tcgcsv.com/0ct6,2024-07-26T13:12:29.72,1,7.0,9.23,16.06,9.06,,Rainbow Foil,Majestic,ASB025,Action,Attack,Warrior,Light,3,3,1,2,,,
557950,Saving Grace,Saving Grace,https://tcgplayer-cdn.tcgplayer.com/product/557950_200w.jpg,62,23534,https://cpt.tcgcsv.com/0ct6,2024-07-26T13:12:29.72,1,5.85,8.49,10.0,5.96,,Normal,Majestic,ASB025,Action,Attack,Warrior,Light,3,3,1,2,,,
557951,Lumina Ascension,Lumina Ascension,https://tcgplayer-cdn.tcgplayer.com/product/557951_200w.jpg,62,23534,https://cpt.tcgcsv.com/2ct6,2024-07-12T04:03:17.097,1,0.4,0.51,1.75,0.51,,Normal,Majestic,ASB026,Action,,Warrior,Light,3,,0,2,,,
557952,Bolt of Courage (Yellow),Bolt of Courage Yellow,https://tcgplayer-cdn.tcgplayer.com/product/557952_200w.jpg,62,23534,https://cpt.tcgcsv.com/3ct6,2024-07-12T04:03:17.097,1,0.1,0.16,0.5,,,Normal,Common,ASB021,Action,Attack,Warrior,Light,3,2,0,2,,,
557953,Beaming Bravado (Yellow),Beaming Bravado Yellow,https://tcgplayer-cdn.tcgplayer.com/product/557953_200w.jpg,62,23534,https://cpt.tcgcsv.com/5ct6,2024-07-12T04:03:17.097,1,0.1,0.21,0.9,,,Normal,Rare,ASB020,Action,Attack,Warrior,Light,3,2,0,2,,,
557954,Battlefield Blitz (Yellow),Battlefield Blitz Yellow,https://tcgplayer-cdn.tcgplayer.com/product/557954_200w.jpg,62,23534,https://cpt.tcgcsv.com/6ct6,2024-07-12T04:03:17.097,1,0.1,0.16,0.5,,,Normal,Rare,ASB019,Action,Attack,Warrior,Light,3,4,1,2,,,
557955,Banneret of Vigor,Banneret of Vigor,https://tcgplayer-cdn.tcgplayer.com/product/557955_200w.jpg,62,23534,https://cpt.tcgcsv.com/7ct6,2024-07-12T04:03:17.097,1,0.12,0.25,0.5,,,Normal,Rare,ASB018,Action,Attack,Warrior,Light,3,3,0,2,<em>It is our passion for peace that drives us into the horrors of war.</em>,,
557956,Banneret of Resilience,Banneret of Resilience,https://tcgplayer-cdn.tcgplayer.com/product/557956_200w.jpg,62,23534,https://cpt.tcgcsv.com/8ct6,2024-07-12T04:03:17.097,1,0.1,0.15,0.35,0.15,,Normal,Rare,ASB017,Action,Attack,Warrior,Light,3,3,0,2,"<em>""Across seas unknown to lands only dreamed of, and so few left to witness it."" - First Magister</em>",,
561276,Courage,Courage,https://tcgplayer-cdn.tcgplayer.com/product/561276_200w.jpg,62,23534,https://cpt.tcgcsv.com/xwv6,2025-03-17T20:39:54.06,1,1.62,1.78,1.8,1.12,,Normal,Token,ASB027,Token,Aura,Generic,,,,,,,,
561392,"Ser Boltyn, Breaker of Dawn",Ser Boltyn Breaker of Dawn,https://tcgplayer-cdn.tcgplayer.com/product/561392_200w.jpg,62,23534,https://cpt.tcgcsv.com/Szv6,2024-07-26T20:09:47.633,1,0.15,0.26,0.5,0.33,,Normal,Rare,ASB001,Hero,,Warrior,Light,,,,,,4,40
561393,Quicken,Quicken,https://tcgplayer-cdn.tcgplayer.com/product/561393_200w.jpg,62,23534,https://cpt.tcgcsv.com/Tzv6,2024-07-29T14:43:03.447,1,0.2,0.25,1.51,0.23,,Normal,Common,ASB028,Token,Aura,Generic,,,,,,,,
